SMILES,des_cv,pred_cv,Err_pred_des
CC1C2=CC1CCC=CC2,33.0178,34.97769,0.05935863838264887
CCCC1CNCCO1,32.9162,35.92889,0.09152606401320568
CCCn1cccc1C,35.714,35.84745,0.00373663707083098
C#CCCNC(=C)CCC,37.2971,41.599518,0.11535529095467542
CCNN(C)C1OCC1C,39.9968,41.18818,0.02978685835150014
C#CC(CCC)NC=O,36.1757,36.86904,0.019165944069391736
O=CC1CC2CCCC12,28.2553,31.39484,0.11111332176542162
COCC1CCCCCO1,32.2031,38.840942,0.20612432911156073
CCC1NC2CCCC12,29.0925,34.210434,0.17591935928369634
CC1CCONCCN1,27.5208,34.122383,0.23987613433024402
N=CC1=CC=CCOC1,26.5405,29.762228,0.1213891227401503
COC1NC1C1CC1O,30.9574,34.770668,0.12317791642015016
CCCC12CCC1C2,35.5321,32.30977,0.09068789413634959
CCC(O)CC(N)C=N,37.0272,39.884663,0.07717198784066383
O=C1C2=C3C(O)C13C2,23.2633,24.816898,0.06678323135355967
C#CC(CCOC)OC,39.1944,38.801582,0.010022290520437113
C#CC#CCCC(O)CC,39.6045,41.42547,0.04597882677029674
CCCC1C=CC(=O)CO1,38.8281,36.53655,0.05901786040259621
N=CC1=C2CCC2C1,25.0669,26.20851,0.04554250606139687
C=C1C(=N)CC=C1NCC,39.6488,37.581093,0.05215056106432843
N#CC#CC1CC=CC1,35.8319,29.483727,0.17716541680835104
C#CC#CCC(C)O,40.4133,33.508495,0.17085475992283364
CCCC#CC#CC=O,32.5805,34.465668,0.057861841426907944
COC1CCCNCC1,27.5253,36.021374,0.3086641652871829
CCCC#CCCOC=O,40.6608,39.61708,0.025668932030934937
CCCCC(C)CN,28.3768,39.39801,0.38838805834013174
COCCC=CCCOO,34.0846,40.98563,0.20246768439120272
CC1C2CC1(CCC=O)O2,36.8989,35.381195,0.04113144109013067
CCC1=CC=CN=NO1,23.0081,29.888546,0.2990445099764968
C#CCCOCCCOO,33.7096,39.928993,0.1844991701206082
O=CC1NCC2CC=NC21,27.3611,28.956797,0.058319901104786125
N#CC1CCCNNCC1,25.1782,35.38363,0.4053279759956964
O=CC1CCC2NC2C1,21.9273,30.905907,0.40947160285334244
N#CC1CC2CC12,21.1084,22.06952,0.045532629205310836
CC(=O)C(C)C(CO)OO,40.9091,40.839485,0.0017016955040069566
CC(=O)CC(N)CCO,35.6742,39.49668,0.10714973884148508
CCCC1(CO)CCCO1,36.6011,40.88541,0.11705414069079585
CCCC#CC1C=COC1,39.0747,37.23423,0.04710132025315853
C1OC2CCC3C1CC23,30.4103,28.016281,0.07872394787523675
CCCC(N)C(O)C=O,41.0469,38.776676,0.05530804572383018
CCC1(C)C=NC1,22.9228,27.899933,0.21712586862547884
Nc1ncnconcn1,23.572,28.155617,0.19445175463490189
