SMILES,des_cv,pred_cv,Err_pred_des,jobacks,Err_joback_des,Err_joback_pred
CC1CCN(C)C1(C)C,32.5124,40.445267,0.24399511336083504,42.833887830081004,0.24096546806644342,0.055764744950458196
CC#CCC(=O)C=O,37.056,29.987403999999998,0.1907544292522423,30.721976446298573,0.20617239795015066,0.023910325157061218
CC(C)CCOOC#N,40.6989,36.286514000000004,0.10841535564286599,41.417989342848074,0.017361763674610682,0.1238948443482121
C#CC#CC1CCC1C,40.6989,34.9838,0.14042396770642726,36.909771107717646,0.102659235713604,0.052180521577792516
O=CC1CC2CCN12,22.7691,26.386595,0.1588773720673573,29.891941871974858,0.23828635498093434,0.11726728517632005
CC#CC1(O)CC(O)C1,38.3857,36.4839,0.04954453968947298,34.79260345025606,0.10327185072198145,0.04861080752873328
C#CCC1(C)CC1=O,34.7064,31.0451,0.10549353265038006,31.808489119734304,0.09110495218296318,0.023999540401329164
C#CC#CC(C)COC,39.7195,37.705276,0.05071120005896812,40.87525985966155,0.028275290814777965,0.07755262891404642
CCC1CC(N)C(C)N1,39.7195,40.305534,0.01475432376522797,42.51225602400796,0.06569296210558222,0.051907902106201005
CCC1C(C)C1C=O,39.7195,33.29842,0.16166064647358147,36.50007676262343,0.08820319086762306,0.08771643915834086
C#CC#CC(C)C#C,39.7195,32.28618,0.18714539234211933,34.076563614834576,0.16559581678913413,0.05254002824554661
CC#CC1C2CC(C)C12,39.1368,35.759396,0.08629740808228488,37.55455199575689,0.04213198986961376,0.047801289067693105
CC#CCCC(N)C#N,40.1262,37.059574,0.0764245274360077,40.14031339994964,0.00035160163820895655,0.07674926125398682
CC(=N)CCCC=O,40.1262,33.001358,0.1775608447292152,35.55294617775249,0.1286322039074572,0.07176868451338528
C#CC(CC)CCCC,40.1262,41.523544,0.034823738891882124,47.39879749569603,0.15343421943049101,0.12395364030552719
CC1=C2CN2C2OC2O1,27.7091,28.470089,0.027463503280158324,31.51482391022846,0.12075980246849087,0.09661278511031945
C1=C2CC3CCC1N23,27.7091,23.165287,0.16398269818138206,28.208693732086935,0.017710629809088115,0.17878909175968477
N=CCNCC1CCN1,25.4833,33.24181,0.3044546760023507,36.40642519293566,0.30003289625522456,0.08692463421401016
CC1CNCC(O)O1,25.4833,30.555515000000003,0.19904075568339424,32.085632486941726,0.20577224056994223,0.04768855616495805
CC#CCC(NC)NN,25.4833,38.260536,0.5013964515524935,42.983519292867456,0.40713788867844947,0.10987893431171818
C#CC#CC(C)C1CC1,31.5872,36.050575,0.14130328919143378,37.43919187608506,0.15630657561877356,0.03708992653156231
C#CC(C)CN1CO1,31.5872,30.863878000000003,0.022899204420712468,34.54381499857608,0.08559028580653168,0.10652954801685245
N#CC1=NC(=O)C=N1,28.2448,21.804388,0.22802115623886,22.470333021074747,0.2569818156904674,0.029636633353415962
CCC1=NN=C1CC=O,28.2448,31.420052000000002,0.11241897888131726,34.79662805605439,0.18828916541855586,0.09703745002576143
C#CCN(C#C)CC#N,28.2448,38.326637,0.35694489846153643,37.46378169288732,0.2460771784455916,0.023031719386633405
CC(=CNN)C(C)(C)N,37.6224,41.506668,0.10324349565206667,45.13201370847001,0.16639217024479167,0.08032758591025685
CC1C2CC(C#N)C12,21.9779,28.051353000000002,0.2763436658911835,31.298585234116434,0.2977989313062175,0.10375012831496444
