smiles,Desired_hc,Desired_qed,Predicted_hc,Predicted_qed,Error,qed_rdkit
CC(CCCCCCCC)CCO,46.031,0.653,41.81397318840027,0.5840451121330261,0.09161275687253656,0.5436119972628075
CCCC(C)C(C)CC,46.031,0.653,42.94189214706421,0.5116303563117981,0.06710929271438357,0.5435567265945545
CCOC(C)C(C)CC,46.031,0.653,43.04700434207916,0.5652710199356079,0.06482578388305352,0.5677012928256739
CCC(CC)C(C)CC,46.031,0.653,42.40033268928528,0.5873686671257019,0.0788743957488371,0.5435567265945545
CCC(CC(C)CC)CCO,46.031,0.653,41.91196322441101,0.5576637387275696,0.08948397331339723,0.6299238689160793
CCC(CCCCCCC)CC,46.031,0.653,42.27172255516052,0.568862795829773,0.08166838532379216,0.45968251812383515
CCC(CCCCCC)CC,46.031,0.653,43.5790491104126,0.5987687706947327,0.05326738262447918,0.47939552343269304
CC(CCCCCCCC)CC,46.031,0.653,41.437416076660156,0.585050106048584,0.09979326808758973,0.45968251812383515
CCCC(CCC(C))CC,46.031,0.653,41.58944368362427,0.6055660247802734,0.09649054585769876,0.5255086598522993
CCCCCCCC(C)CC,46.031,0.653,42.32665956020355,0.5213118195533752,0.08047490690613818,0.47939552343269304
CC(CCCCCCC)CCO,46.031,0.653,42.60645866394043,0.5156081318855286,0.07439641407007384,0.5565292528414066
CCCCCCCCCCCCCC,46.031,0.653,43.09125542640686,0.6111100316047668,0.0638644516433086,0.37310358381743647
CC(CC(CCCC))CO,46.031,0.653,41.4719021320343,0.5529726147651672,0.09904407612186782,0.5680006633176108
CCC(CCCC(C))CO,46.031,0.653,41.951672434806824,0.5835382342338562,0.08862131096854674,0.5680006633176108
CCCC(C)C(O)CCO,46.031,0.653,42.806150913238525,0.5945693850517273,0.0700582017936059,0.6108521743033035
CC(CCCCC(C))CO,46.031,0.653,41.787360310554504,0.5597569942474365,0.0921909080716364,0.5680006633176108
CCC(CC)CC(O)CC,46.031,0.653,41.86153054237366,0.5956512093544006,0.09057959761087836,0.628476767343064
