MolWt,HeavyAtomCount,HeavyAtomMolWt,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumRadicalElectrons,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,Logp,TPSA,QED,heat_capacity
132.11499999999998,9,124.05099999999999,4,0,4,3,52,0,1,1,0,0,1,0,0,0,1,0.08339999999999992,44.760000000000005,0.3097507992471792,25.070999999999998
132.167,9,120.07099999999998,5,4,5,1,54,0,1,1,0,0,1,0,0,0,1,-2.4116999999999984,73.55,0.2990021899644327,25.070999999999998
134.139,9,124.059,5,3,6,5,54,0,0,0,0,0,0,0,0,0,0,-1.8501999999999996,65.63000000000001,0.3040954639293179,25.070999999999998
127.14699999999998,9,118.07499999999999,4,2,4,0,50,0,1,1,0,0,1,0,0,0,1,-0.6510200000000002,57.08,0.4536910796757116,25.070999999999998
129.167,9,118.079,4,5,5,5,52,0,1,1,0,0,1,0,0,0,1,-1.8359299999999994,81.88000000000001,0.07544183079598268,25.070999999999998
103.07699999999998,7,98.03699999999999,3,3,4,1,40,0,1,1,0,0,1,0,0,0,1,-1.6388000000000003,79.47,0.34765650329359066,25.070999999999998
113.15999999999998,8,102.07199999999999,2,1,2,2,46,0,0,1,0,0,1,0,0,0,0,0.45790000000000003,32.59,0.553995434311241,25.070999999999998
99.133,7,90.06099999999998,2,2,2,1,40,0,1,1,0,1,0,0,0,1,0,0.40687,44.08,0.4592113536348782,25.070999999999998
116.124,8,108.06,3,5,5,1,46,0,1,1,0,0,1,0,0,0,1,-1.58113,80.17,0.2677648665348598,25.070999999999998
110.15599999999999,8,100.07599999999998,1,1,1,1,44,0,1,1,0,1,0,0,0,1,0,0.6381000000000001,20.23,0.4909498207575864,25.070999999999998
132.163,9,120.067,4,3,4,3,54,0,1,1,0,0,1,0,0,0,1,-0.9772000000000003,53.519999999999996,0.34118718470801657,25.070999999999998
126.163,9,116.083,4,3,4,0,50,0,1,2,0,0,2,0,0,0,1,-0.8419000000000003,48.45,0.3963576982107163,25.070999999999998
166.10800000000003,12,164.092,10,0,10,0,60,0,0,1,0,0,1,0,0,0,0,2.3922,123.6,0.5236055594919288,25.070999999999998
131.175,9,118.07099999999998,3,2,3,1,54,0,1,1,0,0,1,0,0,0,1,-0.09010000000000029,41.489999999999995,0.5222909706327933,25.070999999999998
158.197,11,144.08499999999998,3,2,3,5,64,0,0,0,0,0,0,0,0,0,0,-0.22880000000000006,49.69,0.4290467217506849,25.070999999999998
131.139,9,122.06700000000001,5,6,6,1,52,0,1,1,0,0,1,0,0,0,1,-2.076529999999999,92.2,0.22980961816292853,25.070999999999998
134.135,9,124.05499999999998,5,5,5,0,54,0,1,1,0,0,1,0,0,0,1,-2.8655999999999993,84.75,0.2458622126488809,25.070999999999998
126.079,9,124.063,7,2,7,0,46,1,0,0,0,0,0,0,1,0,0,-2.1533300000000004,108.53,0.40974176855491173,25.070999999999998
109.132,8,102.076,3,2,3,0,42,0,3,3,0,0,3,0,0,0,3,-0.97272,47.85,0.42039299825348725,25.070999999999998
103.07699999999998,7,98.03699999999998,3,2,4,2,40,0,0,0,0,0,0,0,0,0,0,-1.7487000000000001,66.4,0.4071889752910151,25.070999999999998
111.1,8,106.05999999999997,3,0,3,0,42,0,0,1,0,0,1,0,0,0,0,0.3981799999999999,42.25,0.45398135308489906,25.070999999999998
129.119,9,122.06299999999997,5,2,5,0,50,0,1,1,0,0,1,0,0,0,1,-1.10792,66.31,0.4339401564302903,25.070999999999998
116.11599999999999,8,108.05199999999999,3,1,3,2,46,0,1,1,0,0,1,0,0,0,1,-0.8074000000000001,46.53,0.4799436108486738,25.070999999999998
115.13199999999998,8,106.05999999999999,3,2,3,0,46,0,1,1,0,0,1,0,0,0,1,-0.7427000000000004,49.33,0.43677416132675223,25.070999999999998
111.14399999999999,8,102.07199999999999,1,1,2,2,44,0,0,1,0,1,0,0,0,0,0,0.3069,29.1,0.402929714765945,25.070999999999998
96.12899999999999,7,88.06499999999998,1,0,1,1,38,0,2,2,0,1,1,0,0,1,1,1.1054,12.53,0.35159302033501916,25.070999999999998
143.066,10,142.05800000000002,9,1,9,0,52,1,0,0,0,0,0,0,1,0,0,-2.15353,127.47,0.4347147894686812,25.070999999999998
114.10399999999998,8,108.056,4,2,4,0,44,0,2,2,0,0,2,0,0,0,2,-0.7341300000000002,54.34,0.43605459858916373,25.070999999999998
130.14699999999996,9,120.06699999999998,4,2,4,2,52,0,1,1,0,0,1,0,0,0,1,-0.7706000000000006,50.36,0.4818098944249774,25.070999999999998
99.093,7,94.053,2,3,4,1,38,0,1,1,0,0,1,0,0,0,1,-1.36103,64.98,0.35556946783643634,25.070999999999998
97.077,7,94.053,2,0,4,0,36,0,0,1,0,0,1,0,0,0,0,0.9906,54.15,0.4442810706217223,25.070999999999998
113.16,8,102.07199999999997,2,2,2,0,46,0,0,1,0,1,0,0,0,0,0,0.3738,46.25,0.47656994057731566,25.070999999999998
116.12,8,108.05599999999998,3,2,4,3,46,0,1,1,0,0,1,0,0,0,1,-1.6760999999999997,52.34,0.3419918758518071,25.070999999999998
99.13299999999998,7,90.06099999999999,2,1,2,0,40,0,1,1,0,0,1,0,0,0,1,0.4658999999999999,21.259999999999998,0.4762322226590559,25.070999999999998
119.11999999999998,8,110.04799999999997,3,3,4,4,48,0,0,0,0,0,0,0,0,0,0,-1.9143999999999999,69.56,0.37794184398801034,25.070999999999998
113.11999999999999,8,106.064,3,3,4,0,44,0,3,3,0,0,3,0,0,0,3,-2.2585999999999995,67.14999999999999,0.3319798650956824,25.070999999999998
132.167,9,120.07099999999998,5,4,5,1,54,0,1,1,0,0,1,0,0,0,1,-2.4116999999999984,73.55,0.3196310636380449,25.070999999999998
147.174,10,134.06999999999996,4,2,4,5,60,0,1,1,0,0,1,0,0,0,1,0.20050000000000007,60.63000000000001,0.1916206192704116,25.070999999999998
145.162,10,134.07399999999998,5,3,5,1,58,0,1,1,0,0,1,0,0,0,1,-2.0368999999999984,76.38,0.39621480131925263,25.070999999999998
130.143,9,120.06299999999997,3,1,3,1,52,0,1,1,0,0,1,0,0,0,1,-0.27480000000000016,46.53,0.49665748439511065,25.070999999999998
