smiles,Desired_hc,Predicted_hc,Error
C#CC(=O)C(=O)C=O,21.959,23.668720245361328,0.07785965869854404
C1=C2c(C)(CC)CCC12,21.959,26.943817138671875,0.22700565320241703
CNC(C=O)C(C)CCC,21.959,26.427749633789062,0.20350424125821134
C1=C2C(C)CCCCCCC12,21.959,26.55588150024414,0.20933929141783056
C1=CCC(C)CCCCCCC1,21.959,24.847612380981445,0.13154571615198532
C1C(C=O)C(C)nC1,21.959,28.23326301574707,0.2857262632973756
O=C(COCC=O)CF,21.959,25.298175811767578,0.15206411092342906
C1CC2C(C)CCCCCCC12,21.959,25.862560272216797,0.1777658487279383
CNC(CC=O)CCCCCCC,21.959,26.49639129638672,0.20663014237382027
CC(C)CCO,21.959,28.20254898071289,0.28432756412919036
C#CC(=O)C(F)C,21.959,27.544687271118164,0.2543689271423182
C1Cc(OO)c(C)nn1,21.959,26.972126007080078,0.22829482249100955
O=C1C(CCCCC)CCC1,21.959,24.816041946411133,0.13010801705046374
C1=CCC(COC)CCCCO1,21.959,27.727170944213867,0.2626791267459296
OC1CC#CC(C)[nH]1,21.959,27.884584426879883,0.26984764455940086
O=C1C2=CCC(C)C21,21.959,26.289295196533203,0.1971991072696026
C=C1CCC1(C)CCCOO,21.959,27.218271255493164,0.23950413295200895
Cc1ccc(O)ccnnnn1,21.959,27.571063995361328,0.25557010771716965
Cc1cc(=O)ccnnnn1,21.959,28.382213592529297,0.29250938533308884
Cc1cc(=O)cnnnnn1,21.959,28.282148361206055,0.2879524733005171
Cc1cc(=O)c(F)no1,21.959,27.92881965637207,0.2718620910046938
C1=C(C(C)C)CCCC1,21.959,27.739444732666016,0.2632380678840574
C1=CC2(C)CCCCCCC12,21.959,25.40778923034668,0.1570558418118621
CCC1CC1C(C)CC=O,21.959,28.174291610717773,0.2830407400481704
C=C1CN(C)CCCCCC1,21.959,26.59546661376953,0.2111419743052749
OC(CC(O)COO)CO,21.959,28.13983154296875,0.28147144874396607
O=C1COCC(CC)CCC1,21.959,27.53217315673828,0.25379904170218504
C#CC(=O)C(C)=O,21.959,27.157329559326172,0.23672888379826823
C1=CCC(CCCC)CCCCC1,21.959,25.76030158996582,0.17310904822468332
Fc1nc(F)nc(F)n1,21.959,26.178035736083984,0.1921324165983872
C1CCCC(C)COCCCCC1,21.959,25.268280029296875,0.15070267449778565
Nc1nc(=O)c(F)n1,21.959,27.867263793945312,0.26905887307916176
Cc1cc(=O)c(F)c1,21.959,26.723678588867188,0.21698067256556255
Cc1cc(=O)c(F)n1,21.959,27.342159271240234,0.24514592063574092
C#CC(=C)C(C)CCCC,21.959,28.12436294555664,0.28076701787679953
CC1(C=N)CCCCCCC1,21.959,27.912960052490234,0.2711398539318837
CCc2Cc(C)CCCCCCCO2,21.959,24.816425323486328,0.1301254758179484
CC(C)C=O,21.959,27.050004959106445,0.2318413843575047
O=C1CONCCCCCCCCC1,21.959,27.394804000854492,0.24754333079167962
COCCC(C(F))(F),21.959,28.020660400390625,0.276044464701973
CNCC(=O)C(C)CF,21.959,27.924814224243164,0.2716796859712721
C=C(COO)C(C)C=O,21.959,28.093772888183594,0.2793739645786964
C1CCCOOC1CCCCCO,21.959,25.537050247192383,0.1629423128189983
C=CNC1(C)CCCCCC1,21.959,25.135509490966797,0.14465638193755623
Cc1cc(=O)cc=nnn1,21.959,28.450748443603516,0.2956304223144732
CCC(C=N)CCCCC,21.959,24.881711959838867,0.13309859100318172
C1C2CC(CCC2)CCC1,21.959,26.86427116394043,0.22338317609820257
C1C2CC(C)CCCCCCC12,21.959,23.86485481262207,0.08679151202796442
CC1C(N)C2COC12,21.959,27.271472930908203,0.24192690609354722
Cc1nc(O)cc(O)no1,21.959,28.198841094970703,0.28415870918396574
O=C(CO)C(C)CCCC,21.959,27.920639038085938,0.27148955043881495
OC1C2CNC2CCCC1,21.959,28.000133514404297,0.27510968233545685
C1CC2OCC1(C)C2=O,21.959,25.457685470581055,0.15932808737105766
Oc1cc(CCCCO)n[nH]1,21.959,28.14491844177246,0.28170310313641156
O=CCCOCC(F)(F)F,21.959,26.117076873779297,0.189356385708789
C1C(CO)C1(C)CCN,21.959,28.535171508789062,0.2994749992617634
Oc1nc(=O)cc(F)[nH]1,21.959,27.806732177734375,0.26630229872646183
CCc1cc(=O)[nH]1,21.959,28.391704559326172,0.2929415984027584
C1CC(O)C1(C)CCC,21.959,25.202547073364258,0.14770923418025675
CC1(CN(C)C)CCCC1,21.959,27.06771469116211,0.2326478751838476
COC1(N)CC(C)CC1,21.959,27.763687133789062,0.26434205263395705
CC(C(=O)C=O)C,21.959,26.90718650817871,0.22533751574200608
C1C(C(C)CCC)CCC1,21.959,27.70523452758789,0.26168015517955695
Cc1nc(=O)nc1F,21.959,27.8135986328125,0.2666149930694704
C1CCC2(C)CCCCCCC12,21.959,28.499156951904297,0.29783491743268353
C=C1CNOCCCCCCCC1,21.959,28.225528717041016,0.28537404786379234
Cc1coc(O)cc(N)n1,21.959,25.821548461914062,0.17589819490477995
C#CC(=O)C(C)CCC,21.959,24.872047424316406,0.13265847371539718
CC(C=N)C(CC)NN,21.959,28.498233795166016,0.2977928774154568
Oc1nc(F)nc(F)n1,21.959,27.199527740478516,0.2386505642551353
CC1CC=CC(CCCO)C1,21.959,27.637287139892578,0.2585858709364078
C1C(NN1C1C)CCC1,21.959,28.22294807434082,0.28525652690654496
Oc1cc(CO)cnnnn1,21.959,27.56406021118164,0.2552511594873009
Nc1cc(=O)cc(F)o1,21.959,26.05258560180664,0.1864194909516208
Cc1cc(CCCCC)c[nH]1,21.959,28.385971069335938,0.29268049862634626
C1OCCC(C)CCCCCCC1,21.959,28.119775772094727,0.2805581206837619
C1CCC(COCCCCOO)C1,21.959,27.98455238342285,0.2744001267554466
Nc1cc(=O)c(F)no1,21.959,27.929615020751953,0.27189831143275894
Cc1nc(F)ncc(F)o1,21.959,27.0109806060791,0.23006423817473937
