smiles,Desired_hc,Desired_qed,Predicted_hc,Predicted_qed,Error,qed_rdkit
CC(COCC(C))CC,46.542,0.266,43.46413433551788,0.5477876663208008,0.06613092829019204,0.5193446826597379
CC(C)COC(C)C(C),46.542,0.266,42.133052349090576,0.563027024269104,0.09473051546795207,0.5677012928256738
CC(C)CCC(C)(C)C,46.542,0.266,44.371817111968994,0.5875234603881836,0.04662848369281525,0.5339051517407362
CC(C)C(C)C(C)O,46.542,0.266,42.55139112472534,0.5542522072792053,0.0857421012263044,0.5814086179132567
CC(CCC(C)C)(C)C,46.542,0.266,44.303821325302124,0.5353784561157227,0.048089439102270586,0.5339051517407362
CC(C)CCC(C)(F)F,46.542,0.266,43.04593503475189,0.587941586971283,0.07511634577904064,0.558936251065587
CC(COCC(O))CC,46.542,0.266,45.55968165397644,0.5957614183425903,0.021106062180902434,0.5662764286570419
CC(CO)C(O)CCCO,46.542,0.266,43.11016142368317,0.5459903478622437,0.07373637953497561,0.5035021061834709
CC(C)CCC(C)CCCC,46.542,0.266,42.83125281333923,0.5638570785522461,0.07972900147524319,0.5390786258511792
CC(C)(CC(C)C)CC,46.542,0.266,41.94978952407837,0.5680913329124451,0.0986680949663021,0.5456732277192704
CC(CO)CC(C)(C)C,46.542,0.266,42.795976400375366,0.5563074350357056,0.08048694941396234,0.606244466499612
CC(C)C(C)CC(C)C,46.542,0.266,42.432007789611816,0.556272566318512,0.08830716794267941,0.5466510747758826
CCC(C)CC(C)(C)C,46.542,0.266,42.48498499393463,0.5834657549858093,0.08716890133783185,0.5339051517407362
CC(CO)C(C)(C)OF,46.542,0.266,43.60355198383331,0.588692307472229,0.06313540492816572,0.6331691656730756
CC(C)CCC(C)CCO,46.542,0.266,42.43374228477478,0.5249438285827637,0.0882699006322294,0.6280484527141117
CCCCOCCC(C)(C)O,46.542,0.266,43.333154916763306,0.5654768943786621,0.06894514810787451,0.6018223412520652
CC(CO)C(C)CCO,46.542,0.266,43.62063765525818,0.5676834583282471,0.06276830271027938,0.5888016202058111
CCC(C)CCCCCCC,46.542,0.266,42.50001788139343,0.5033451914787292,0.08684590517396264,0.47939552343269304
CCCCCCC(C)CCO,46.542,0.266,44.93547439575195,0.5882166624069214,0.03451776039379589,0.5646804204500249
CC(CO)CC(C)(C)F,46.542,0.266,42.945042848587036,0.5621863603591919,0.0772841122300925,0.6231286747027528
CCC(C)(C)CC(C)C,46.542,0.266,41.911242604255676,0.5474254488945007,0.09949631291616873,0.5456732277192704
CCC(C)CC(C)CC,46.542,0.266,42.802613973617554,0.5689754486083984,0.08034433471665266,0.5435567265945545
CCCCCCC(C)CCC,46.542,0.266,43.953794836997986,0.5489792823791504,0.05561009761080348,0.47939552343269304
CCC(CC(C)C)CC,46.542,0.266,44.77805733680725,0.5793138146400452,0.03790001854653325,0.5435567265945545
CC(C)CC(C)CCC,46.542,0.266,43.33216607570648,0.5582806468009949,0.06896639431682179,0.5435567265945545
CC(CO)C(O)C(C)O,46.542,0.266,42.91865527629852,0.5776481628417969,0.07785107480773235,0.4807249694640297
CC(COCC(C))CCO,46.542,0.266,42.48308777809143,0.5551465749740601,0.08720966485988077,0.5743412423449016
CC(C)CC(O)CCC,46.542,0.266,44.180089235305786,0.5767219662666321,0.050747943034124346,0.618178584322222
CC(COCCCO)C(C)O,46.542,0.266,43.0576491355896,0.605413019657135,0.07486465696382626,0.5558247935251759
CCCCCCC(O)CCC,46.542,0.266,42.98196792602539,0.5461058616638184,0.076490741136492,0.5643412331132144
CC(CCCCC(C))CO,46.542,0.266,41.91875100135803,0.5215449929237366,0.09933498772381869,0.5680006633176108
CC(CC(CC)C)CC,46.542,0.266,43.767316937446594,0.6024211049079895,0.05961675610316289,0.5435567265945545
CCC(C)(C(C)CC)O,46.542,0.266,41.96681261062622,0.5395253300666809,0.09830233744518457,0.6205856480286919
CC(C)CCC(C)(C),46.542,0.266,43.06301176548004,0.582250714302063,0.07474943566069271,0.5286347163806406
CC(CO)OC(C)(C)C,46.542,0.266,42.392611503601074,0.5629974603652954,0.08915363534869424,0.6110606270494344
CC(CCC(C)C)CCO,46.542,0.266,45.04646420478821,0.605116605758667,0.03213303672407274,0.6280484527141117
CC(C)CC(O)CCO,46.542,0.266,43.613460063934326,0.5816709995269775,0.06292252021970855,0.5930042578858603
CC(C(C)(C)C)OO,46.542,0.266,43.05337369441986,0.5522603988647461,0.07495651896309012,0.4206930117769362
CC(C)COC(C)CCO,46.542,0.266,42.831472754478455,0.5545323491096497,0.0797242758265985,0.6354697615521215
CNCC(C(C))CCC,46.542,0.266,42.566770911216736,0.5395580530166626,0.08541165160034518,0.5986410570385544
CC(C)CCCCCCCCCC,46.542,0.266,42.396000027656555,0.545644223690033,0.08908082962363986,0.4334298327340321
C#CC(C)C(C)(C)O,46.542,0.266,42.52914845943451,0.538419783115387,0.08622000645794105,0.5021274016118643
CCCCOCC(C)CC,46.542,0.266,45.46681106090546,0.5729250907897949,0.023101476926099974,0.5207725666576632
CCC(CC(C)C)CCO,46.542,0.266,42.80990958213806,0.5538340210914612,0.08018758149331658,0.6280484527141117
CC(COCCO)CCOO,46.542,0.266,42.53809988498688,0.548561692237854,0.0860276764000929,0.326825747510302
CC(C)C(C)CC(C)O,46.542,0.266,41.92497193813324,0.5646020174026489,0.09920132486499854,0.6195947806616594
CC(C)CC(C)(C)O,46.542,0.266,44.597684144973755,0.6127727627754211,0.041775511474071735,0.5829747349344339
CC(C)C(C(C)C)CO,46.542,0.266,44.19956028461456,0.6016656160354614,0.05032958865939235,0.6183893785577846
CCC(C)(C(C)CC)C,46.542,0.266,44.393028020858765,0.6128421425819397,0.04617274674791021,0.5456732277192704
CC(C)C(C(C)(C))O,46.542,0.266,42.88572132587433,0.5323258638381958,0.07855869266739016,0.5814086179132567
CC(C)CC(C)CCCO,46.542,0.266,42.27330148220062,0.5582893490791321,0.09171712684885434,0.6280484527141117
CC1C(C)C(C)C(C)C1,46.542,0.266,42.349746227264404,0.5503899455070496,0.09007463737560907,0.46788585700474505
C#CC(OCC(C)C)O,46.542,0.266,42.75911033153534,0.5450289249420166,0.08127905265060939,0.4454933384950951
CC(C)OC(C)CO,46.542,0.266,44.26863253116608,0.597194492816925,0.048845504465513404,0.5934008475086341
CCOCCCC(C)CCCO,46.542,0.266,42.68542289733887,0.49773886799812317,0.08286229862621147,0.5716348607832024
CC(C)C(CC)CCC,46.542,0.266,45.41977047920227,0.5479332804679871,0.024112189437448563,0.5435567265945545
CCOC(O)(C)CO,46.542,0.266,45.773940086364746,0.5356689691543579,0.01650251200282015,0.5036567530160059
CC(C)C(CCC)CC,46.542,0.266,43.05201470851898,0.5534175634384155,0.07498571809292724,0.5435567265945545
CC(C)C(C)CCCCO,46.542,0.266,41.990349888801575,0.5841972827911377,0.09779661620038732,0.5875144318824616
CC(COCCO)CCO,46.542,0.266,43.09827923774719,0.5832790732383728,0.07399167982151195,0.5217464645164939
CC(C)(CCC)C(C)C,46.542,0.266,42.543081641197205,0.5452019572257996,0.08592063853729529,0.5456732277192704
CC(CCC(C))CCC,46.542,0.266,44.92196500301361,0.555324137210846,0.0348080227963214,0.5302717025211113
CC(CO)CC(C)CCC,46.542,0.266,42.52580463886261,0.5104181170463562,0.08629185168530341,0.6280484527141117
CC(CC(CC)C)CCO,46.542,0.266,43.72423529624939,0.5668092370033264,0.06054240693890705,0.6280484527141117
CC(COC)(C)CCC,46.542,0.266,45.09405553340912,0.5876444578170776,0.031110490881158585,0.5677063998789018
CC(C)CC(O)C(C)C,46.542,0.266,42.49821186065674,0.5472204089164734,0.08688470928071985,0.6195947806616593
CC(C)C(CC)C(C)C,46.542,0.266,42.11927115917206,0.5613345503807068,0.095026617696445,0.5466510747758826
CC(C)(COO)CCO,46.542,0.266,42.716161012649536,0.5922552943229675,0.0822018604131852,0.44306092794554436
C#CCC(C(C))C(C)C,46.542,0.266,42.29657590389252,0.5394359827041626,0.0912170533304861,0.5073373593679769
CC(C)CC(C)C(C)C,46.542,0.266,43.328906297683716,0.5565275549888611,0.06903643380852317,0.5466510747758826
CC(C)OCC(C)(C)C,46.542,0.266,44.79511260986328,0.5750414729118347,0.037533569467077484,0.5576209989865297
CC(C)C(C(C)CC)C,46.542,0.266,41.96572542190552,0.5478907823562622,0.09832569674905427,0.5466510747758826
CC(COC(C)C)(C)C,46.542,0.266,42.85727918148041,0.5423821210861206,0.07916979971895478,0.5576209989865297
CC(C)C(C)CCCC,46.542,0.266,43.022149205207825,0.5375803112983704,0.07562740739100547,0.5435567265945545
CC(C(C)C(C)CC),46.542,0.266,42.22686529159546,0.5064153075218201,0.09271485343140695,0.5286347163806406
CC(C)(CC(C)C)O,46.542,0.266,42.7610719203949,0.5285495519638062,0.08123690601188398,0.5829747349344339
CCC(C)(C)CC=CO,46.542,0.266,43.264374136924744,0.5669291019439697,0.07042296985680155,0.5792863430318734
CCC(O)C(C)(C)O,46.542,0.266,43.640700578689575,0.601904034614563,0.06233723134610516,0.5548951576761242
CC(C(C)(C))CC,46.542,0.266,44.85714316368103,0.5542768836021423,0.036200782869644,0.5001817914751358
CCCCOOC(O)COC,46.542,0.266,42.790345549583435,0.5186452865600586,0.08060793370324795,0.2602627663851085
CCC(CC(C)CC)CC,46.542,0.266,43.52075397968292,0.5625432133674622,0.06491440033339949,0.5465361480115691
CCCCC(C)(C)CCO,46.542,0.266,41.96106016635895,0.5354946851730347,0.09842593428819246,0.6284804538739389
CC(C)C1(C)CCCO1,46.542,0.266,42.14923322200775,0.5475754141807556,0.09438285372335202,0.5257982286104507
C#CCC(C)(C)(C),46.542,0.266,42.24152088165283,0.5359090566635132,0.0923999638680583,0.4047903298811263
CC(COCC(O))(C)C,46.542,0.266,44.497090578079224,0.5949779152870178,0.043936861800540974,0.5813126133130124
CCC(C(CC)C)CCOO,46.542,0.266,42.284831404685974,0.5501886606216431,0.09146939528413105,0.4779017715923604
CCC(C)(C)CCCCO,46.542,0.266,42.15152382850647,0.5855109691619873,0.09433363782161341,0.5879185518430977
CC(CN(CC(C)CC))O,46.542,0.266,41.95273995399475,0.5554876327514648,0.09860470211862941,0.6047076471961977
CC(COOCCCC)(C),46.542,0.266,44.779765009880066,0.5576119422912598,0.037863327534698454,0.3252351813237638
CCOCCCC(C)CCC,46.542,0.266,44.05172407627106,0.5981979966163635,0.05350599294677806,0.5167670016251804
CC(C)CCC(C(C))O,46.542,0.266,43.69021236896515,0.5900652408599854,0.06127342252234224,0.6181785843222221
CC(C)CCC(C)CC,46.542,0.266,42.882200479507446,0.5478971004486084,0.07863434146561289,0.5435567265945545
CC(CO)C(C)(O),46.542,0.266,44.26238298416138,0.5663124918937683,0.04897978204285644,0.517212152561087
CC(C)CCC(C)OO,46.542,0.266,43.50039780139923,0.5775453448295593,0.0653517725624333,0.4694931811343629
CC(COC(C)O)CC,46.542,0.266,43.28343212604523,0.5327965021133423,0.07001349048074372,0.5855606482896928
CC(CO)C(C)CCCO,46.542,0.266,42.37822771072388,0.6143941879272461,0.08946268508607547,0.6077267284195143
COCCOOCC(C)CCCO,46.542,0.266,41.9401478767395,0.5681183934211731,0.09887525510851487,0.33604439341126174
