MolWt,HeavyAtomCount,HeavyAtomMolWt,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumRadicalElectrons,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,Logp,TPSA,QED,heat_capacity
110.06799999999998,8,108.05199999999999,3,0,3,2,40,0,0,0,0,0,0,0,0,0,0,-1.0433000000000001,51.21,0.1498216767777652,23.668720245361328
122.21099999999998,9,108.09899999999998,0,0,0,1,50,0,1,2,0,2,0,0,0,1,0,2.752700000000001,0.0,0.469007947565809,26.943817138671875
143.23,10,126.09399999999997,2,1,2,5,60,0,0,0,0,0,0,0,0,0,0,1.2094999999999996,29.1,0.5860078651862413,26.427749633789066
150.26500000000001,11,132.12099999999998,0,0,0,0,62,0,1,2,0,2,0,0,0,1,0,3.5329000000000024,0.0,0.46329499808685515,26.55588150024414
166.30799999999996,12,144.13199999999998,0,0,0,0,70,0,0,1,0,1,0,0,0,0,0,4.313100000000003,0.0,0.4702455925528541,24.847612380981445
113.16,8,102.072,2,1,2,1,46,0,1,1,0,0,1,0,0,0,1,0.18330000000000007,29.1,0.49147999445331353,28.23326301574707
134.106,9,127.05,3,0,4,5,52,0,0,0,0,0,0,0,0,0,0,-0.2595000000000003,43.370000000000005,0.3840534784073899,25.298175811767575
166.308,12,144.13199999999998,0,0,0,0,70,0,2,2,0,2,0,0,0,2,0,4.002900000000003,0.0,0.5099513732725846,25.8625602722168
185.31099999999995,13,162.12699999999995,2,1,2,9,78,0,0,0,0,0,0,0,0,0,0,2.5239000000000003,29.1,0.441569055553631,26.49639129638672
88.14999999999999,6,76.05399999999999,1,1,1,2,38,0,0,0,0,0,0,0,0,0,0,1.0248,20.23,0.5340885234757722,28.20254898071289
100.092,7,95.052,1,0,2,1,38,0,0,0,0,0,0,0,0,0,0,0.5467,17.07,0.3470647185833223,27.544687271118164
128.131,9,120.06700000000001,4,1,4,1,50,0,0,1,0,0,1,0,0,0,0,1.5634,54.18,0.43004005672170587,26.972126007080078
154.253,11,136.10899999999998,1,0,1,4,64,0,1,1,0,1,0,0,0,1,0,2.935900000000001,17.07,0.5688841186830438,24.81604194641113
170.25199999999998,12,152.10799999999998,2,0,2,2,70,0,0,1,0,0,1,0,0,0,0,2.3533,18.46,0.6330295569640657,27.72717094421387
111.14399999999998,8,102.07199999999999,2,2,2,0,44,0,0,1,0,0,1,0,0,0,0,-0.3100000000000002,32.26,0.4201774329014466,27.884584426879886
108.13999999999999,8,100.07599999999998,1,0,1,0,42,0,1,2,0,2,0,0,0,1,0,1.1515,17.07,0.45464575975923827,26.289295196533203
156.225,11,140.09699999999998,2,1,2,4,64,0,1,1,0,1,0,0,0,1,0,2.6125,29.46,0.29324452948245994,27.218271255493164
164.168,12,156.10399999999998,5,1,5,0,62,1,0,0,0,0,0,0,1,0,0,0.4050199999999997,71.79,0.6006683639744111,27.571063995361328
150.141,11,144.093,5,0,5,0,56,0,0,1,0,0,1,0,0,0,0,1.806,66.50999999999999,0.5187511091018486,28.382213592529297
151.12900000000002,11,146.089,6,0,6,0,56,0,0,1,0,0,1,0,0,0,0,1.2781,78.86999999999999,0.5130456743788703,28.28214836120605
129.09,9,125.05799999999999,3,0,4,0,48,1,0,0,0,0,0,0,1,0,0,0.4823199999999999,43.1,0.5113443403874706,27.92881965637207
124.227,9,108.09899999999998,0,0,0,1,52,0,0,1,0,1,0,0,0,0,0,3.142800000000002,0.0,0.4709643456716096,27.739444732666016
150.265,11,132.12099999999998,0,0,0,0,62,0,1,2,0,2,0,0,0,1,0,3.5329000000000024,0.0,0.46329499808685515,25.40778923034668
140.22599999999997,10,124.09799999999997,1,0,1,4,58,0,1,1,0,1,0,0,0,1,0,2.2576,17.07,0.5472932780578413,28.17429161071777
153.26899999999998,11,134.117,1,0,1,0,64,0,1,1,0,0,1,0,0,0,1,2.4385000000000003,3.24,0.4830885983681508,26.59546661376953
152.146,10,140.04999999999998,5,4,5,5,62,0,0,0,0,0,0,0,0,0,0,-1.4198000000000002,90.15,0.28656370092615896,28.13983154296875
156.22499999999997,11,140.09699999999998,2,0,2,1,64,0,1,1,0,0,1,0,0,0,1,1.7822,26.3,0.5781529763321582,27.53217315673828
96.085,7,92.053,2,0,2,1,36,0,0,0,0,0,0,0,0,0,0,-0.22229999999999994,34.14,0.25668114937375774,27.157329559326172
180.33499999999995,13,156.14299999999997,0,0,0,3,76,0,0,1,0,1,0,0,0,0,0,4.703200000000004,0.0,0.5520215942228066,25.76030158996582
135.048,9,135.048,3,0,6,0,48,1,0,0,0,0,0,0,1,0,0,0.2889,38.67,0.5127088657430786,26.178035736083984
184.32299999999992,13,160.13099999999997,1,0,1,0,78,0,1,1,0,0,1,0,0,0,1,3.773500000000003,9.23,0.556542326800088,25.268280029296875
115.067,8,113.051,3,1,5,0,42,0,0,1,0,0,1,0,0,0,0,-0.7907,67.81,0.449097674074814,27.86726379394531
112.103,8,107.06299999999999,1,0,2,0,42,0,0,1,0,1,0,0,0,0,0,1.3688,17.07,0.46216785325185056,26.72367858886719
113.09100000000001,8,109.059,2,0,3,0,42,0,0,1,0,0,1,0,0,0,0,0.8409000000000001,29.43,0.4573533536254986,27.342159271240234
136.238,10,120.10999999999997,0,0,0,4,56,0,0,0,0,0,0,0,0,0,0,3.0021000000000013,0.0,0.5210667324390226,28.12436294555664
153.269,11,134.117,1,1,1,1,64,0,1,1,0,1,0,0,0,1,0,3.3865700000000025,23.85,0.5582872980941972,27.912960052490234
198.34999999999994,14,172.14199999999997,1,0,1,1,84,0,1,1,0,0,1,0,0,0,1,4.1620000000000035,9.23,0.614417675291187,24.816425323486328
72.107,5,64.04299999999999,1,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0.8412999999999999,17.07,0.41938247962025627,27.050004959106445
199.29399999999993,14,178.12599999999998,3,1,3,0,82,0,1,1,0,0,1,0,0,0,1,2.2111,38.33,0.6497505719997655,27.39480400085449
124.13000000000001,8,114.05,1,0,3,4,50,0,0,0,0,0,0,0,0,0,0,1.3305,9.23,0.5489928221619756,28.020660400390625
133.16599999999997,9,121.06999999999998,2,1,3,4,54,0,0,0,0,0,0,0,0,0,0,0.38049999999999984,29.1,0.6003616358796613,27.924814224243164
130.14299999999997,9,120.06299999999999,3,1,3,4,52,0,0,0,0,0,0,0,0,0,0,0.8672,46.53,0.2656061252430743,28.093772888183594
188.26699999999994,13,168.10699999999997,3,1,3,5,78,0,1,1,0,0,1,0,0,0,1,2.0398,38.69,0.5297692664603731,25.537050247192386
153.26899999999998,11,134.11699999999996,1,1,1,2,64,0,1,1,0,1,0,0,0,1,0,2.8324000000000016,12.03,0.6014356420941969,25.1355094909668
135.126,10,130.08599999999998,4,0,4,0,50,0,0,1,0,0,1,0,0,0,0,1.066,54.15,0.4896565772340631,28.45074844360352
141.258,10,122.10599999999998,1,1,1,6,60,0,0,0,0,0,0,0,0,0,0,3.2424700000000017,23.85,0.43349310978131717,24.88171195983887
138.254,10,120.10999999999997,0,0,0,0,58,0,2,2,0,2,0,0,0,2,0,3.3668000000000022,0.0,0.4811931969340536,26.86427116394043
166.308,12,144.13199999999998,0,0,0,0,70,0,2,2,0,2,0,0,0,2,0,4.002900000000003,0.0,0.5099513732725846,23.86485481262207
113.15999999999998,8,102.07199999999999,2,1,2,0,46,0,2,2,0,1,1,0,0,1,1,-0.021600000000000064,35.25,0.4788228304945523,27.271472930908203
142.11399999999998,10,136.06599999999997,4,2,5,0,54,0,0,1,0,0,1,0,0,0,0,0.7059,74.41000000000001,0.5224987432070047,28.198841094970703
144.214,10,128.08599999999998,2,1,2,5,60,0,0,0,0,0,0,0,0,0,0,1.3741,37.3,0.6324713936669285,27.920639038085934
141.21399999999997,10,126.09399999999998,2,2,2,0,58,0,2,2,0,1,1,0,0,1,1,0.5092999999999994,32.26,0.514906368717961,28.000133514404297
126.15499999999999,9,116.07499999999999,2,0,2,0,50,0,2,2,0,1,1,0,0,1,1,0.7544,26.3,0.47854410260649866,25.45768547058105
156.185,11,144.08899999999997,3,3,4,4,62,1,0,0,0,0,0,0,1,0,0,0.4303,69.14,0.5535465415895917,28.14491844177246
156.10299999999998,10,149.04699999999997,2,0,5,4,60,0,0,0,0,0,0,0,0,0,0,1.1542999999999999,26.3,0.45052282254400294,26.117076873779297
129.203,9,114.083,2,2,2,3,54,0,1,1,0,1,0,0,0,1,0,0.3537,46.25,0.5774182794758427,28.535171508789066
130.078,9,127.05399999999999,3,2,5,0,48,1,0,0,0,0,0,0,1,0,0,-0.38540000000000013,65.98,0.4700045379505109,27.80673217773437
97.11699999999999,7,90.06099999999999,1,1,2,1,38,0,0,1,0,0,1,0,0,0,0,0.41009999999999996,29.1,0.5041352055214976,28.391704559326172
128.215,9,112.08699999999999,1,1,1,2,54,0,1,1,0,1,0,0,0,1,0,1.9475,20.23,0.6022962282239083,25.202547073364254
141.25799999999998,10,122.10599999999998,1,0,1,2,60,0,1,1,0,1,0,0,0,1,0,2.1283000000000003,3.24,0.5691556350562119,27.06771469116211
129.20299999999997,9,114.08299999999998,2,1,2,1,54,0,1,1,0,1,0,0,0,1,0,1.1077999999999997,35.25,0.5381143930890038,27.763687133789066
100.11699999999999,7,92.053,2,0,2,2,40,0,0,0,0,0,0,0,0,0,0,0.4104,34.14,0.37177994853054525,26.90718650817871
140.26999999999998,10,120.10999999999997,0,0,0,3,60,0,1,1,0,1,0,0,0,1,0,3.6128000000000027,0.0,0.561451563186433,27.70523452758789
114.079,8,111.05499999999999,1,0,4,0,42,0,0,1,0,0,1,0,0,0,0,0.9489000000000001,41.79,0.4618265437460641,27.8135986328125
166.308,12,144.13199999999998,0,0,0,0,70,0,2,2,0,2,0,0,0,2,0,4.147000000000004,0.0,0.5069466946995174,28.499156951904297
183.29499999999996,13,162.12699999999998,2,1,2,0,76,0,1,1,0,0,1,0,0,0,1,2.8081000000000014,21.259999999999998,0.5830209812885322,28.225528717041016
140.142,10,132.078,4,2,4,0,54,0,0,1,0,0,1,0,0,0,0,0.6345000000000001,67.84,0.518282292908179,25.821548461914066
124.18299999999999,9,112.08699999999999,1,0,1,3,50,0,0,0,0,0,0,0,0,0,0,1.6249,17.07,0.41251480668224083,24.87204742431641
129.207,9,114.087,3,3,3,4,54,0,0,0,0,0,0,0,0,0,0,0.51397,61.900000000000006,0.2941173172039212,28.498233795166016
133.05700000000002,9,132.049,4,1,6,0,48,1,0,0,0,0,0,0,1,0,0,-0.14460000000000006,58.900000000000006,0.5344583806522617,27.19952774047852
154.253,11,136.10899999999998,1,1,1,3,64,0,0,1,0,1,0,0,0,0,0,2.3612,20.23,0.6186273434920143,27.637287139892575
126.20299999999999,9,112.09099999999998,2,1,2,0,52,0,3,3,0,0,3,0,0,0,3,0.7475999999999996,15.27,0.514929969255485,28.22294807434082
154.129,11,148.081,6,2,6,1,58,0,0,1,0,0,1,0,0,0,0,1.095,89.9,0.5914738915112018,27.56406021118164
129.09,9,125.05799999999998,3,1,4,0,48,1,0,0,0,0,0,0,1,0,0,0.3611000000000001,56.230000000000004,0.5498192627447784,26.05258560180664
151.25300000000004,11,134.11699999999996,0,1,1,4,62,1,0,0,0,0,0,0,1,0,0,3.0558200000000006,15.79,0.6364760629994866,28.385971069335934
184.32299999999992,13,160.13099999999997,1,0,1,0,78,0,1,1,0,0,1,0,0,0,1,3.773500000000003,9.23,0.556542326800088,28.11977577209473
188.267,13,168.10699999999997,3,1,3,7,78,0,1,1,0,1,0,0,0,1,0,2.463,38.69,0.37872015679304133,27.98455238342285
130.078,9,127.05399999999999,4,1,5,0,48,1,0,0,0,0,0,0,1,0,0,-0.24389999999999995,69.12,0.5255916867764329,27.929615020751953
