MolWt,HeavyAtomCount,HeavyAtomMolWt,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumRadicalElectrons,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,Logp,TPSA,QED,heat_capacity
98.065,7,96.049,5,0,5,1,36,1,0,0,0,0,0,0,1,0,0,-1.2886000000000002,60.67,0.40991403553737216,20.9633274078369
82.102,6,76.05399999999999,1,0,1,1,32,0,0,1,0,1,0,0,0,0,0,0.9055,17.07,0.42946730202288547,20.9840202331543
82.106,6,76.05799999999999,2,2,2,0,32,0,0,1,0,0,1,0,0,0,0,0.12306999999999985,35.88,0.42760746451423537,20.9893913269043
81.078,6,78.054,3,1,3,0,30,0,0,1,0,0,1,0,0,0,0,-0.5324200000000001,48.18,0.4257085870008772,20.9980297088623
112.048,8,112.048,5,0,6,0,40,1,0,0,0,0,0,0,1,0,0,-1.42532,89.65,0.30301734422192245,20.998405456543
95.105,7,90.065,3,0,3,0,36,1,0,0,0,0,0,0,1,0,0,0.18001999999999996,38.67,0.4610485720914657,21.0011215209961
70.09100000000001,5,64.04299999999999,1,0,1,1,28,0,1,1,0,1,0,0,0,1,0,0.5952999999999999,17.07,0.4126363103565617,21.010425567627
96.089,7,92.057,3,0,3,0,36,0,1,3,0,0,3,0,0,0,1,-0.7592999999999999,32.67,0.396838464038478,21.0110683441162
107.07199999999999,8,106.064,4,0,4,0,38,0,0,2,0,0,2,0,0,0,0,-0.7878,55.74,0.44245460948844273,21.0151596069336
97.07300000000001,7,94.04899999999999,2,0,3,0,36,0,2,2,0,0,2,0,0,0,2,-0.8725,37.15,0.223611742882714,21.0405941009521
98.06099999999999,7,96.045,4,0,4,1,36,1,0,0,0,0,0,0,1,0,0,-0.1179,55.99,0.4593457458108646,21.0732116699219
93.08899999999998,7,90.06499999999998,3,0,3,0,34,0,0,1,0,0,1,0,0,0,0,0.34048000000000006,48.51,0.4256573592672396,21.086332321167
98.065,7,96.049,2,1,5,0,36,0,0,1,0,0,1,0,0,0,0,-0.07443000000000005,74.64,0.3337698613296403,21.0915107727051
97.073,7,94.04899999999999,3,0,3,1,36,1,0,0,0,0,0,0,1,0,0,0.4871,43.1,0.478660195482622,21.0937080383301
