SMILES,des_cv,pred_cv,Err_pred_des,jobacks,Err_joback_des,Err_joback_pred
CCCC#CCCC=N,32.5124,37.96525,0.1677159516956655,40.770952272309806,0.20255971008846718,0.06881620653769578
C#CC1(C)C2CN21,32.5124,24.697763,0.2403586495308508,27.303175337525552,0.19079189867395666,0.09542525018856207
CCC1CC(CC)O1,37.056,34.398125,0.0717259095740441,37.982259876449945,0.02438664469841759,0.09436339196531608
CC1=CN=NN=NC=C1,22.7691,27.833511,0.2224247490036523,28.972570287935525,0.21411528995474427,0.03931509274514867
C1CC23COC(C2)OC13,22.7691,27.693771,0.2162874844550151,31.54354415786209,0.27816925434725115,0.1220463096535888
CC#CCCCCC#N,38.3857,36.72272,0.0433228754496201,40.555087852079716,0.05349237215296691,0.09449783134628778
C#CC(C)C(=N)O,38.3857,27.624979,0.2803315031596392,28.893804065387705,0.3285097356212355,0.04391339619097262
CCNC=CC1=C(O)C1,34.7064,34.747826,0.0011936018301694,36.755244139571566,0.055742906557536095,0.05461582929360354
CC1CNC1=CCC=O,34.7064,33.950417,0.0217822486647591,36.301341138060806,0.043936149135508355,0.0647613576897834
C#CC#CCC(=O)CC,34.7064,35.870644,0.0335455021472308,37.42795665387455,0.07271454007075255,0.04160827341647946
CCCC1CC1NCC,39.7592,40.82698,0.0268561890284591,44.5743708015035,0.10802554730264599,0.08407052604715846
CCCC(N)C1CC1C,39.7592,41.23519,0.0371232656898238,45.4568580970145,0.1253421009620705,0.09287197298160318
CC(=O)C1C(O)C1C=O,39.7592,34.58661,0.130097967596965,34.233868906216564,0.16139955168140768,0.010303862959508543
C#CC1OCC1(C)CO,39.7195,36.061916,0.0920853396614166,37.31396091348399,0.06446753514303886,0.03355432880435767
CCC1CCC(CO)O1,39.7195,36.75946,0.0745235854122344,39.97281196127981,0.006337106369328911,0.08038843913188964
CCCC1CC1C1CC1,39.1368,38.60504,0.0135871736088221,40.56578772579212,0.035226426156234975,0.04833500927052022
CCC12CCC1CC2O,39.1368,36.194027,0.0751919690158244,37.62196550803121,0.04026462922691846,0.037954915133989665
CCCC(O)C1CCO1,40.1262,37.358185,0.0689827390968213,40.50223272964723,0.009284246924293218,0.07762652865667384
C#CC(C)(CC)CCC,40.1262,42.077194,0.0486214546572361,47.3736004876193,0.15298394914090074,0.11180080114458417
C#CC1=CNCC1O,27.7091,28.760134,0.0379309953512071,29.387046075452513,0.05709815376286255,0.021332939480983856
C#CC#CCC=CCO,37.2733,35.23312,0.0547356964744304,36.981971445078486,0.00787758314491595,0.04728929737225302
CCC1=CC2(O)CC12,37.2733,31.818146,0.1463555480208855,31.3421070690158,0.1892404016718985,0.01518847887080323
CNNCCC1NC1C,25.4833,37.82229,0.4841990053558053,41.973553479487734,0.3928724664102228,0.09890188309923374
C1CC2CC(O1)C21CC1,31.5872,31.220692,0.0116030645037165,32.84929293059334,0.03842070309580167,0.04957795998940932
C=C(C)C(C=O)CN,31.5872,33.54348,0.0619326790419408,37.84224028168742,0.16529254703544471,0.11359687612806757
CCCC1=CC1(O)CC,40.9518,40.122055,0.0202615012353318,41.00832433180277,0.0013783623867540957,0.021611937240640818
OCc1nnccc1O,28.2448,29.716236,0.0520958234613787,25.887533799358543,0.09105796708606781,0.14789752590246064
CCc1ncnnn1,28.2448,23.925026,0.1529405079893854,24.92007939597553,0.1334153295098007,0.03992978433833674
C1=CCC2CCC2CC1,28.2448,32.27287,0.1426127680177385,34.865794981512884,0.18989944112915183,0.07436873253249353
NCc1cccnn1,21.9779,26.529331,0.2070912692875747,26.25056038066657,0.1627645398310569,0.010619606411859389
C1=CN=NN=CCC1,21.9779,25.799805,0.1738976284130876,25.736133687300104,0.14602945931830705,0.002474004583342492
