SMILES,des_cv,pred_cv,Err_pred_des,jobacks,Err_joback_des,Err_joback_pred
CCc1ncnnn1,37.056,27.948225,0.2457840829727356,24.92007939597553,0.4869936572507212,0.12151428395984566
COCC1=C2COC=C12,37.056,31.984442,0.1368619992119454,33.4660203320693,0.10727238053132206,0.04427112388530863
C=C(CCC)C(C)=O,40.6989,34.71538,0.1470191670459287,37.31908601509736,0.09056529368204094,0.06976875087573245
C#CC1CC(C)C(C)O1,40.6989,36.26524,0.1089380863960409,39.677056736939285,0.025754008666408517,0.08598966298230709
CCN(N)CCC(C)=N,40.6989,40.68075,0.0004459137584281,43.73981534839769,0.06952282089387207,0.0699377746346556
CCC1=CN(C)N=CO1,22.7691,32.04702,0.4074785546418651,35.85893873173329,0.3650369808671851,0.10630316642248915
CC1NCCNC1O,22.7691,30.764757,0.3511626351666103,32.0878256852983,0.2904131235532068,0.04123273101375923
CCC(C)OCC(N)=O,39.7592,39.391876,0.0092387115258072,42.993641073131,0.07523068510595106,0.08377436716756544
C#CC12CCOC(C1)C2,39.1368,32.420376,0.1716140352820208,33.847037108777364,0.15628437060007452,0.04215025097152148
CCCC(N)CC(C)=O,39.1368,40.661953,0.0389697924309628,44.863417912906975,0.12764560034244415,0.09365012984662138
CCCc1cnccn1,40.1262,31.34163,0.2189235228935471,32.08602737655741,0.2505817416747849,0.02320004804026569
CCOCC1CC1OC,39.1314,38.278572,0.021793953640311,42.13207886959264,0.07122076455995328,0.09146253811780879
C1=C(c2ccncc2)C1,27.7091,26.695866,0.0365668451482178,25.707671459065516,0.07785335766879434,0.03843967519609823
CCC1NCCC2CC21,27.7091,35.00134,0.2631712671555639,38.150606421153,0.27369175488029984,0.08254826637321439
CC(=O)C1CC(C=O)O1,37.2733,31.68948,0.149807507575641,33.655415421866714,0.10749784344609993,0.05841364301179892
C#CC1CC2CCNC12,25.4833,32.1218,0.2605039170356328,34.954131506249,0.2709502739198607,0.08102994937072437
N#CCC1=CC=C1O,25.4833,26.528454,0.0410132842647654,27.641486907214716,0.07807781522242956,0.04026675232598298
COCC1NC2CC1C2,31.5872,32.643036,0.0334260677955588,37.392455311641456,0.1552520491970501,0.1270154439460628
CCC1(C)C(O)C1CO,40.9518,39.93099,0.0249271506559521,41.088889312737834,0.0033364083340003204,0.028180350749439118
OCCC1C2CC12CO,28.2448,36.794117,0.3026864050684356,37.475396613955425,0.24631084519377844,0.01817938368934364
CC1CN=CC2C(C)N12,28.2448,33.078392,0.1711321032122228,36.53247947718068,0.2268578425495981,0.09454839985165006
CC12CC(C#N)CC1C2,28.2448,32.693554,0.1575070074690047,34.55405647443587,0.18259090590720206,0.05384324343546537
CC(=O)C1OCC=C1C,37.6224,33.673813,0.1049530900152319,35.0547606448024,0.07324652366663086,0.03939401152371444
CN1CC(C#N)OC1O,37.6224,31.34536,0.1668431625242915,34.294591177701335,0.09703596713123779,0.08599697726150336
N#CCc1ncco1,21.9779,23.459103,0.0673950937357633,23.66336789916021,0.07122688141192379,0.008632114415440439
CC12NCC1CC2C=O,21.9779,32.94314,0.4989211035885408,34.25777333548017,0.35845509324921937,0.038374745568143055
O=CCC1=COCON1,21.9779,28.481642,0.295921892874623,31.74085995019335,0.3075833473167723,0.10268209353204671
CC1CCCNCCC1,21.9779,37.53513,0.7078578730051159,38.47904898748889,0.42883463655388376,0.024530725481177875
O=C1C=NON=CN=N1,27.7259,21.90146,0.2100721474295511,24.765639033134107,0.11953097446447233,0.11565132760362466
CC1CNC2CCC12,27.7259,29.923687,0.0792683729365384,32.67860825145405,0.15155811451161413,0.08430350614247681
CC#CC=CCC(C)O,40.9351,39.247944,0.0412153902598545,40.127140734044296,0.020134982238348743,0.02191027613633033
OC1C2CCCC1O2,26.9244,27.22775,0.0112667609379686,30.30659469849282,0.11159929817720568,0.10158992553016633
O=C1C2CCCCCN12,26.9244,30.231544,0.1228307592603329,32.75047705227488,0.1778928912386697,0.0769128659791511
CCCC1=C2N=NC12O,31.4705,32.197998,0.0231168251815191,33.20066942825091,0.05211248622531343,0.03020033768950834
CCC12CCC(O)C1O2,30.8896,34.671555,0.1224345593801695,36.316216735299975,0.1494268187364685,0.04528725410159087
CCNCC1CC1O,30.8896,35.414352,0.1464814182440752,36.73255227719988,0.15906741881441858,0.035886433026819466
N#CC1=C(O)CCN1,24.9482,26.726528,0.0712808205692037,27.0605218201027,0.07805916804359257,0.01234247522361467
C1=COC2CC2N1,24.9482,21.738373,0.1286596707283742,23.53574575553794,0.060013150173060165,0.07636778431441965
N#CC1CC(=CN)CO1,29.1259,31.54339,0.0830013930573081,33.81678094782894,0.13871459128726132,0.06722671064807229
OCC1NC2CCCC12,29.1259,32.880302,0.1289025379198314,35.78078606654833,0.18599049372953888,0.08106261447565037
N#CC(CO)CN(N)O,29.1259,35.356873,0.213932361183474,38.702316361355905,0.24743780893998152,0.0864403910639394
C1CC1CC1C2CC12,29.1259,27.47586,0.0566519628336592,32.01119619326958,0.09013396987258543,0.14167968500418443
CC(N)C1CC(C#N)N1,39.4617,35.121037,0.109996869634582,37.6039474041754,0.04940312717324783,0.06602791928965698
CCC(CO)C(=O)C=O,39.4617,36.136124,0.0842735194574343,38.42660943171317,0.026936817574974,0.05960675338227593
CCC1CC(C)C12CN2,32.1943,37.891212,0.1769540714778364,38.6882302882612,0.16785286480864425,0.020601053145174
CC1CC=C=C(C#N)C1,32.1943,31.886147,0.0095716774270551,35.22662481098559,0.08608048109224326,0.09482821101679448
N#CC1=C(CO)C1C=O,32.1943,30.671555,0.0472986036214581,32.15976940788301,0.00107372014018616,0.04627565543172765
CCC1CC=CCC=N1,32.9446,33.960487,0.0308362331223525,36.37882295163235,0.09440170607494197,0.06647647602143866
CC1CC2C3CC12C3,32.9446,27.599657,0.1622403350255939,31.43719433011331,0.047949751942168856,0.12206996877063483
CCC1=CC(=O)C=N1,32.9446,27.621126,0.161588661725237,28.755037314716212,0.14569839153502545,0.03943348437721902
CCCC(C)c1cc1=O,27.3973,36.203358,0.321420639863534,36.44221204165741,0.24819876552274306,0.0065543233595253625
C1CNC2OCCC2C1,25.379,31.072758,0.2243491753397401,34.09070685193406,0.25554491697023346,0.08852702482943212
C#CCCC(=O)NOC,32.2009,35.389214,0.0990131816816213,38.91467886271599,0.17252561395665114,0.09059473097936112
CCc1cn(C)nc1C,32.2009,35.609554,0.1058558702015002,33.44602198799998,0.037227805101805955,0.0646872747011969
CCC(CO)C(C)O,41.5994,37.86314,0.0898152351668252,40.33232790575354,0.03141579373269237,0.061221060969339644
CNC(C)NC(=N)C=O,28.3051,37.454468,0.3232409627041593,38.37911522623108,0.26248690640334943,0.02409245811896959
CC1Cn2ccn2C=N1,28.3051,28.384872,0.0028183061188067,32.284347462093045,0.12325624567029934,0.12078532690405613
CCCC1NCC12CC2,35.9176,37.598778,0.0468065174453775,38.15733095230235,0.05869726462529766,0.014638155719029593
N#CC#CC1CC1C=O,24.9826,30.650412,0.22687036600814,31.34968541190506,0.20309886138401742,0.02230559582073227
C#CC(O)(CC)CCC,40.8423,41.837578,0.0243687995001314,45.00378013301462,0.09246956857212474,0.07035413744482114
CC1=CN=CN(O)C=C1,31.6976,30.35845,0.042247680079467,31.849025202068336,0.004754468970639053,0.046801281753877176
CCC1C(=O)C2CNN12,31.6976,30.650984,0.0330187834276158,34.201072274387904,0.07319864869449352,0.10380049625071117
