SMILES,des_cv,pred_cv,Err_pred_des
CCC1CCC(COC)C1,44.7006,42.345924,0.052676599923906955
C=CCCC#CCCC,44.7006,39.602577,0.11404819600916644
CCC1CC(N)CC1O,44.7006,38.759727,0.13290364160598866
CCC(C)CONC=NC,44.7006,43.14959,0.034697754871876055
CCNC1CC2(C)CC12,44.7006,37.87066,0.15279305256502781
CCCC1(OC)CC1,44.7006,35.783375,0.19948781926021233
CCNC#CC(O)CC,44.7006,40.504646,0.09386795028993951
CCCC(O)=NCCCO,44.7006,43.689713,0.022614628787665913
CCCC#CN(C=O)CO,44.7006,39.621338,0.11362849960347292
CC1C=CC(CN)N1C,44.7006,36.95023,0.17338403411194953
CCC1NCCC1OC#N,44.7006,38.225792,0.14484834809482774
C#CC1(CN)CCCC1,46.1105,37.09841,0.19544547207125074
C=C(COC)C(C)CC,46.1105,41.51661,0.09962786801499594
COCC(C)CC1CCC1,46.1105,42.080803,0.08739217927629353
CC(CO)C1OC1(C)O,46.1105,39.28086,0.14811461812648086
CCC1CCC1OCC=O,46.1105,39.88389,0.1350367433745263
C=C(C)C(CN)OCC,46.1105,40.35337,0.12485506193808558
CCC1NCCC2CC2O1,46.1105,38.321,0.16893117304067815
CCNCCCCCO,46.3317,42.601013,0.08052125901717934
C#CCNCCC(=C)C,46.3317,38.996033,0.15832933574974042
COCC(CCCO)OC,46.3317,43.40809,0.06310174925413846
CCC1OCC1NCC=O,46.3317,39.012215,0.15798007280879975
C#CC1CCC1CCC,44.5025,37.92833,0.14772587005733523
CC(=N)CCOCCN,44.5025,39.738174,0.10705748129933004
CCC1CC(CO)C1O,44.5025,38.62918,0.1319772842378939
CCC1NC=CCCC1O,44.5025,40.22428,0.096134345013535
CC(=O)C(O)CC(C)O,44.5025,38.875874,0.12643394043764214
CCCC#CCCNCC,44.5025,40.936928,0.08012071691679887
CCC(CC)CCCCN,44.5025,45.723007,0.02742558737483152
C=CC1(CO)OC1OCC,44.5025,40.303646,0.09435096707720945
CCCN1CC2CC2C1C,46.4401,40.14806,0.1354872223580332
NC1CC(=O)CC1CCO,46.4401,39.30635,0.15361184174866524
CCNN1CCCCC1C,46.4401,43.074303,0.07247609989341447
CCC1NCC2CC(C)C21,46.4401,41.70055,0.10205727206992013
C#CC(O)CC(O)CC,46.4401,40.0806,0.13693982703470944
CCC(CCO)COC,43.1607,41.677834,0.0343568673091746
CCC1CCC1COC,43.1607,40.17325,0.06921694293615195
CCCC1NCC(C)C1C,43.1607,42.930725,0.005328340419496174
C#CC#CCCC(C)O,43.1607,38.231438,0.1142071911923238
C#CC1OCCCCC1C,43.1607,39.03309,0.09563355821193742
OCC12CCCCCC1C2,43.1607,38.92946,0.09803458659928908
CCCC#CCCCC=O,46.5733,41.463295,0.10971962513048993
C#COC(CC)CCC,46.5733,40.694893,0.12621839372986715
C#CCCC(O)COC,46.5733,39.255085,0.15713327182194356
CCC1(CC)CC(N)C1,46.5733,41.306686,0.11308225095994519
COCC1CCOCCO1,46.5733,38.145,0.18096848499540147
C#CC#CCOCOCC,46.5733,39.446976,0.15301308457833546
CCCCC(C)CCOO,46.5733,44.039192,0.05441117121382792
CCCC(C)COOC.N,46.5733,44.28293,0.049177780685567225
CCC1(CCN)CC1O,45.5361,39.834106,0.12521918993254796
CCC1=CCCC(C)CO1,45.5361,40.282288,0.11537686368274287
CCCC(=O)C(C)CC,45.5361,41.93003,0.07919143662382355
CCN1CCC1OCC=N,45.5361,39.683586,0.1285247063186028
CCC=NNCC(=O)C#N,45.5361,36.85852,0.1905648373968675
CCCC(CCC)CCO,45.5361,45.585537,0.001085665148906292
C#CCC1CCC(C)C1,45.5361,37.762024,0.17072336177711195
C=COCCC(C)COC,45.5361,42.765743,0.06083869159600325
CCCOCCC1C=NC1,45.5361,39.49927,0.1325723680152172
COCC#CCC(O)CO,45.5361,41.442516,0.08989754662994198
COC(C)CC(C)=O,42.3687,35.697502,0.1574558073240276
CCCC(O)CNCCO,42.3687,43.46083,0.025776827905424658
CCCC1CC(=O)N1C,42.3687,37.0932,0.1245140709157054
COCC1CCCCC1,42.3687,36.84653,0.130336051983973
CCN=CCCCCC#N,42.3687,41.1837,0.027968746703971554
CCNCCCCCN,42.3687,43.426853,0.024974879567502516
COCC1CCCCCC1,42.3687,40.63672,0.040878791419137174
CCOC(CCO)COC,42.3687,43.474243,0.02609339356795236
CCC12CC1(C)C2NC,42.3687,36.331413,0.14249402816128484
CCCCCCCCC=N,43.9961,43.57585,0.009551950276736141
CCC#CCC1(O)C=CC1,43.9961,38.69057,0.12059089711818026
C#CCNCCCCO,43.9961,39.549225,0.10107430309696482
CCC1CC(C)CC1O,43.9961,39.559845,0.10083291540152135
CCC1C(C)CC2OC21,43.9961,36.477413,0.17089439342372992
COCCCCCCN,43.9961,40.796215,0.07273110440759412
COCC(CCO)CCO,43.1031,43.573616,0.01091606004746836
CCC12CCC1NNC2C,43.1031,38.71197,0.10187500938542735
CCN1OC1NCOC=O,43.1031,37.44554,0.1312564204932838
CCNC1CC12CCC2O,43.1031,41.089584,0.046713940515045564
CCC1NCCC(=O)C1C,43.1031,40.04145,0.07103084231787775
CCC1(COC)CCCC1,43.1031,42.420197,0.015843488445074085
CCc1nccc(CN)n1,43.1031,36.15077,0.16129539917014557
CNCC#CC(C=O)NO,43.9429,39.01472,0.11214960968101684
CCC1CC2CCCC1C2,43.9429,38.83185,0.11631120967138608
C=C=C(CC)C(C)C,43.9429,37.39498,0.1490097061350675
COCC(CCO)COC,43.9429,43.377518,0.012866294664318675
CCNC1OC1(C=O)CO,43.9429,40.086914,0.08774991949780286
C#CC#CCC(C)C=N,43.9429,36.944637,0.15925809861015128
CCCC(CCO)COC,44.9079,44.484974,0.00941763236600453
CCN(C)CCCC=O,44.9079,40.134262,0.10629839994831779
CCCC(N)(CO)NN,44.9079,41.43263,0.0773866372822644
CC1=CCCC1CC1CO1,44.9079,38.83609,0.13520583042425438
CNC1(C)C2CC(C)C1C2,44.9079,40.85957,0.09014740057850515
CCNC1CC1C(=O)CO,44.9079,40.67655,0.09422280224976767
CCC1C(O)C1C=C1CC1,44.9079,37.952988,0.15487057575842025
CCC1OC1C1CC1C,44.9079,37.374947,0.16774227709961315
CC1CCC(C=N)NC1,44.9079,37.17145,0.17227366301689642
C#CC#CC(CO)COO,43.478,38.86913,0.10600466486710056
CCCC12COCC1C2,43.478,36.171303,0.16805504403583066
CCC1CCCC1CCO,43.478,41.828186,0.03794594886709949
COCC1CC1C(C)CO,43.478,42.806526,0.015443990430055897
