SMILES,des_cv,pred_cv,Err_pred_des
CCC12CCC1CC2CO,48.7616,43.343903,0.11110581712063132
CCCC1CCCCC(O)C1,48.7616,46.8957,0.03826579629537833
CCNN1NCCCC1C=O,48.7616,45.362732,0.06970378466675112
CCC1OC(C)CC1O,48.7616,41.220306,0.15465640183085924
CCCC(C)CC(C)C,48.7616,47.154106,0.032966388712906934
CCNC1CC2(C)CC12,48.7616,41.708015,0.14465449366110772
CCCC1(OC)CC1,48.7616,39.294395,0.19415286933206985
C.CCCC(O)CC,48.7616,42.99063,0.11835068776423202
CCC1CCCC1(C)C#N,48.7616,44.608253,0.08517658405376556
CCOCC(C)(C)C(C)O,52.2928,48.23787,0.07754281157835663
CCCCCCC(C)COC,52.2928,51.472713,0.015682589755014367
CCNN1CCC1C(C)CO,52.2928,47.99002,0.08228244133125162
CCCC(N)C(O)C=O,52.2928,41.96923,0.19741856141083536
CCCC(C)CC(C)CC,52.2928,51.22751,0.020371665986103724
CCC1(C)CCCC1CO,52.2928,46.097385,0.11847548024787082
CCCN(CC)CC(C)=O,52.2928,47.615562,0.08944324191925382
CCCC(CCC)CCCO,52.8469,52.067894,0.014740808222741623
CCC1CCNOCCC1C,52.8469,47.36163,0.1037955019862284
CCNN1CCCC(O)CC1,52.8469,46.08806,0.1278947587903985
COCCCCCC1CC1O,52.8469,48.164894,0.08859565832614764
CCCC#CC(N)C(N)CO,52.8469,48.451103,0.08317984195006291
COCC(CCO)CCO,52.8469,46.522087,0.1196818148809491
C#CCCC(C)CCCC,52.8469,48.110344,0.08962788861587963
CCCN1C(=NNCC)C1C,52.8469,46.96503,0.1113001771122617
CCC1(C)CCC1(C)C=O,48.2654,47.954147,0.006448774093508231
CC(=N)CCNCCN,48.2654,43.82565,0.0919862000216592
CCCC1CC(CC=O)C1,48.2654,43.86326,0.09120698550480455
CCCN=CC1OCC1C,48.2654,43.691124,0.0947733995283921
CCC1CC(CO)C1O,48.2654,41.720505,0.13560221689363006
