SMILES,des_cv,pred_cv,Err_pred_des
CCCC1CNCCO1,32.9162,35.929157,0.09153417639581951
CCCn1cccc1C,35.714,35.847504,0.0037381324441220914
C#CC(CCC)NC=O,36.1757,36.86876,0.019158140831371292
O=CC1CC2CCCC12,28.2553,31.394917,0.1111160219294727
CCC1NC2CCCC12,29.0925,34.210667,0.17592735778960691
CC1CCONCCN1,27.5208,34.122448,0.23987849072444462
N=CC1=CC=CCOC1,26.5405,29.762245,0.12138976953044044
COC1NC1C1CC1O,30.9574,34.770885,0.12318494019295216
CCCC12CCC1C2,35.5321,32.309166,0.09070485688743857
CCC(O)CC(N)C=N,37.0272,39.88508,0.07718321747730805
O=C1C2=C3C(O)C13C2,23.2633,24.81687,0.06678200150957828
C#CC(CCOC)OC,39.1944,38.801525,0.010023750434582614
N=CC1=C2CCC2C1,25.0669,26.208612,0.04554661493908705
N#CC#CC1CC=CC1,35.8319,29.483654,0.17716743956595105
C#CC#CCC(C)O,40.4133,33.508514,0.17085428796220858
CCCC#CC#CC=O,32.5805,34.46546,0.057855518821289746
COC1CCCNCC1,27.5253,36.021492,0.3086684615388217
CCCCC(C)CN,28.3768,39.398865,0.38841817069203544
CCC1=CC=CN=NO1,23.0081,29.888716,0.2990518879880806
O=CC1CCC2NC2C1,21.9273,30.905712,0.40946273037198144
N#CC1CC2CC12,21.1084,22.070194,0.04556452617842972
CC(=O)CC(N)CCO,35.6742,39.496887,0.10715551314482878
C1OC2CCC3C1CC23,30.4103,28.01612,0.07872921639561163
CCCC(N)C(O)C=O,41.0469,38.77655,0.05531111258173579
CCC1(C)C=NC1,22.9228,27.899893,0.2171241212682062
NCC1=NC=CON=C1,22.5287,28.53624,0.2666616193576832
C#CC1CCCC(O)C1,38.0089,35.293037,0.07145333291542812
CCCC(CC)NCC,29.5208,42.037346,0.4239907416543748
N#CCc1cnnnn1,23.2848,24.335022,0.04510332803615446
CC1=CCCC1,26.7792,24.869766,0.07130286807105653
O=C1NC23CN2CC13,29.8267,23.954681,0.1968712128232632
C#CC1OCC1CO,35.5908,29.996387,0.15718704042366421
CCCC(C)CNC=O,34.0334,39.42257,0.15834942365154064
CCCC1(O)OCC1C,40.7273,39.788254,0.023056922894970012
CC1C(C)C1CCCO,41.8657,40.025047,0.04396564963093662
Cc1cc(CO)ncn1,27.3079,30.424545,0.1141298044919579
CCOCCC1=NCO1,28.1017,32.542427,0.15802343142899825
CN1CCC2CC1N2,25.2669,27.806042,0.10049280748842546
CCCC1=CC2CCC12,28.9854,34.206535,0.18012983568815577
CCC1=COCCC1O,28.9854,34.477673,0.18948410499438678
N=c1nnocc1F,31.2531,26.637522,0.14768385396090583
CC1CCCO1,22.435,22.39874,0.0016161903974763333
C#CC1CC1C=O,25.0122,24.986294,0.0010357428485055539
CC12COC3CC1C3C2,24.3072,30.523804,0.25575153497471936
C1CC2COC2CO1,22.8818,26.835482,0.17278717774286811
CC1=CN=NC=NN=N1,21.8497,25.848988,0.18303626957558708
CCC1(OC)CC1,34.1291,30.67408,0.10123384750785898
CCC1CCC(O)C1,33.9762,34.01693,0.0011987693286725745
CCC1OC1C,25.7114,25.408676,0.011773915560376472
N=CC1=C2CCC2C1,21.7303,26.208612,0.2060860845002877
c1cc2c(nn1)CN=N2,24.1503,24.075504,0.00309709183825815
COCC1=CC2CC12,32.6015,29.141167,0.10614030989335713
CCCC1OC1CN,24.9376,34.228386,0.37256135014167235
CCCC1CC1CC#N,36.9853,36.714935,0.007310058246536523
C1=NC23CN2CNCC13,27.8389,27.85482,0.0005718707084275917
COCC1CCC(O)O1,38.2016,35.958046,0.05872932129877657
CCNC#CC(=N)OC,40.6884,35.91666,0.11727518632244352
CCc1cnccn1,28.1531,25.78646,0.08406318037925326
CCCC1OCCC1C,32.2732,38.280857,0.18615002807845635
CCc1ncncc1C,31.6141,32.038902,0.013437114537970184
OCCC1=C=CCC1,27.4145,30.558971,0.1147010306600265
C#CC(C)C1NCCO1,33.7533,35.130405,0.04079913448538032
N#CC1CCCC(O)C1,41.4987,33.55258,0.19147872615023181
N#CC1=CCCCO1,25.9438,26.343235,0.015396164627739232
C1CC2CC3(CC3)C2O1,29.8063,32.035038,0.0747740576450202
O=CC1=CC2C=CC12,27.1812,23.89605,0.12086112829780443
CCC1OC(CC)C1=O,41.7494,35.92316,0.1395526509847204
CCC12C=C1C(C)CO2,32.3291,34.335648,0.06206629887648638
C1=CC2CNCC2CN1,23.6966,30.280735,0.2778514645927745
C#CC(CCC)CCO,40.8412,40.533066,0.00754469026624005
CCC1OC(C)CC1O,33.1778,37.373863,0.1264720150285687
CCC1OC1CN1CO1,32.5024,33.608925,0.03404440489695083
CC12COCC1C21CO1,31.8936,31.489925,0.01265691597933488
CC(=O)C(N)C(N)=O,35.6262,32.23577,0.0951667261959114
CC1OCNCC2CC21,21.8905,33.452538,0.5281760369393615
CC1C2CCONC12,23.8583,28.62148,0.19964460761129088
CCCC#CCCC=N,33.2899,32.190914,0.03301259078420988
CC1CN=CC=N1,24.1091,22.013056,0.08693996037215822
C#CC1CCC1OCC,33.0085,36.80638,0.11505767379874698
CC1=NN=CNC(=O)C1,30.702,28.958202,0.05679752582696419
CC1N=CN=NN=CO1,26.9545,27.982742,0.03814733382441941
C#CC1CCCC(O)C1,37.107,35.292606,0.04889626340691065
Cn1cnn(C)c1=N,25.6654,28.312462,0.10313736988425436
CCC1NCC1NC=O,33.3937,34.858307,0.04385877829547556
CC12CCCOC1CC2,36.3729,33.856773,0.0691758595969845
CC12CCC1(C)C2N=O,29.2059,35.02481,0.19923750992147563
CC12CC1OCC2O,27.6832,29.565292,0.06798680638070881
C#CCCCC1(O)CO1,35.6092,36.245605,0.01787193951984315
CCC1CC1C1CC1C,38.9115,38.15251,0.019505503599714973
COCC(N)OC,24.4687,31.046799,0.26883727807585567
CCc1cncnc1,24.4687,26.289627,0.07441862768333889
O=CC1CCC2OCC12,28.9545,29.865654,0.0314684761159481
